QueueSize,DeltaTime
0,4040
0,4027
0,4118
0,5602
0,4163
0,3971
0,4088
0,3859
0,3811
0,4105
0,3893
0,4164
0,4061
0,3830
0,4240
0,4249
0,3915
0,3838
0,4264
0,3891
0,3819
0,3836
0,8091
0,9100
0,4255
0,4380
0,4221
0,4503
0,4608
0,4850
0,4639
0,4764
0,4369
0,4317
0,4522
0,4501
0,4282
0,4698
0,4450
0,4335
0,4617
0,4406
0,4491
0,4255
0,4543
0,4333
0,4225
0,4451
0,4227
0,4375
0,4303
0,4236
0,4535
0,4235
0,4438
0,4212
0,4466
0,4169
0,4138
0,4488
0,4297
0,4222
0,4209
0,4316
0,4224
0,4443
0,4128
0,4403
0,4484
0,4269
0,4259
0,4580
0,4549
0,4394
0,4372
0,4189
0,4152
0,10056
0,7258
0,4462
0,4219
0,4258
0,4298
0,4288
0,4290
0,4128
0,4340
0,4388
0,4137
0,4076
0,4536
0,4355
0,4584
0,4099
0,4226
0,4591
0,4178
0,4469
0,4375
0,3812
0,3781
0,4154
0,3935
0,3770
0,3909
0,3876
0,3804
0,3889
0,3844
0,4145
0,3800
0,4017
0,3819
0,4171
0,3781
0,5714
0,4302
0,3854
0,3963
0,4026
0,4238
0,4207
0,4319
0,3927
0,3998
0,3879
0,3871
0,3852
0,3889
0,3836
0,4186
0,4044
0,4183
0,4037
0,4408
0,4335
0,4016
0,4539
0,4115
0,3966
0,4252
0,4158
0,4067
0,4325
0,4724
0,4490
0,4131
0,4424
0,4433
0,4384
0,4213
0,4394
0,4222
0,4295
0,4150
0,6233
0,4357
0,4315
0,4857
0,4553
0,4726
0,4576
0,4597
0,4412
0,4855
0,4567
0,4506
0,4337
0,4817
0,4564
0,4331
0,4821
0,4432
0,4558
0,4342
0,4337
0,4948
0,4416
0,4530
0,4530
0,4242
0,4802
0,4588
0,4273
0,4052
0,4119
0,4256
0,3821
0,4168
0,4303
0,3990
0,4272
0,3899
0,4447
0,4014
0,4073
0,4230
0,4165
0,4049
0,3795
0,3951
0,4148
0,4013
0,4380
0,4603
0,4690
0,4785
0,3958
0,4376
0,4096
0,3861
0,4508
0,4202
0,4184
0,4012
0,3900
0,4100
0,4336
0,4060
0,4166
0,3951
0,4316
0,3900
0,4082
0,4037
0,3944
0,4100
0,4225
0,3931
0,3950
0,4082
0,4067
0,4005
0,4017
0,3957
0,3970
0,4167
0,4426
0,3945
0,4357
0,3968
0,3835
0,3866
0,3997
0,3896
0,4039
0,3838
0,3857
0,3998
0,4084
0,3981
0,4261
0,4227
0,4245
0,4076
0,4192
0,4182
0,3994
0,4209
0,4121
0,4231
0,5254
0,4361
0,4043
0,4008
0,4152
0,3991
0,3926
0,3994
0,4250
0,3941
0,3895
0,4181
0,4121
0,3999
0,3979
0,4162
0,3890
0,4077
0,4290
0,4834
0,4469
0,4711
0,4802
0,4455
0,4682
0,4369
0,4787
0,4098
0,4100
0,4531
0,4037
0,4139
0,4710
0,4205
0,3990
0,3974
0,4385
0,4545
0,4703
0,5734
0,4630
0,4633
0,4906
0,4704
0,4431
0,4282
0,4289
0,3916
0,3786
0,3778
0,4745
0,4274
0,4113
0,4320
0,4247
0,4315
0,4280
0,4401
0,4342
0,5403
0,5079
0,3764
0,3862
0,3875
0,4042
0,3899
0,3948
0,3862
0,3970
0,3981
0,3934
0,3943
0,3946
0,4043
0,3829
0,3911
0,4032
0,3942
0,3810
0,3828
0,3768
0,3827
0,3793
0,3830
0,3805
0,4231
0,3830
0,3819
0,4129
0,3927
0,3898
0,4048
0,3826
0,3853
0,3926
0,3889
0,3752
0,4145
0,4168
0,4171
0,3832
0,3968
0,3799
0,4065
0,3786
0,3735
0,3763
0,3982
0,4084
0,4105
0,4017
0,4060
0,4010
0,3792
0,4007
0,3758
0,3871
0,3702
0,3739
0,3692
0,3750
0,3991
0,4121
0,3739
0,3877
0,4117
0,4169
0,3771
0,3733
0,3818
0,3833
0,3821
0,4099
0,3777
0,3808
0,3796
0,3837
0,3755
0,3739
0,3993
0,4077
0,3735
0,3660
0,3992
0,4013
0,3755
0,3787
0,3787
0,3953
0,4140
0,3692
0,3904
0,3860
0,3810
0,3753
0,3732
0,3809
0,4219
0,3764
0,4000
0,3681
0,3721
0,3794
0,3820
0,3841
0,3820
0,4025
0,3928
0,3719
0,3750
0,3717
0,4048
0,3803
0,4003
0,3753
0,3829
0,3810
0,3745
0,3802
0,3663
0,4076
0,3837
0,3715
0,4035
0,3967
0,3721
0,3825
0,3709
0,3981
0,3753
0,3713
0,3706
0,3900
0,3743
0,3740
0,3801
0,3868
0,4170
0,3732
0,3764
0,4021
0,3906
0,3981
0,3826
0,3799
0,3817
0,3795
0,3763
0,4156
0,3791
0,3676
0,3663
0,3933
0,3842
0,3799
0,3821
0,3762
0,3916
0,3802
0,3783
0,3842
0,3765
0,3791
0,4023
0,3749
0,3970
0,3852
0,3761
0,3771
0,3973
0,3798
0,3767
0,3714
0,4008
0,3707
0,3755
0,3719
0,3807
0,4008
0,3669
0,3783
0,4200
0,4170
0,3708
0,4166
0,3829
0,3781
0,3777
0,3788
0,3754
0,3833
0,3834
0,3716
0,4047
0,3781
0,3801
0,3994
0,3719
0,4038
0,4064
0,3928
0,3914
0,3826
0,3813
0,3808
0,3791
0,3894
0,3947
0,3837
0,3742
0,3971
0,3833
0,3749
0,3786
0,4001
0,3791
0,4067
0,3754
0,3746
0,3650
0,4090
0,3730
0,3737
0,3751
0,4172
0,3732
0,3740
0,3783
0,3938
0,3967
0,3626
0,3714
0,4129
0,3752
0,4104
0,3737
0,3980
0,3685
0,3741
0,3780
0,3912
0,3755
0,3766
0,3822
0,3809
0,3759
0,3788
0,3755
0,3702
0,4416
0,3687
0,3798
0,3964
0,3945
0,3751
0,3679
0,3780
0,3707
0,3782
0,3697
0,3730
0,3886
0,4105
0,3885
0,3938
0,4050
0,3887
0,3874
0,3970
0,3818
0,3833
0,3823
0,4047
0,3764
0,3799
0,3757
0,3820
0,3858
0,3827
0,3778
0,3836
0,4106
0,3695
0,3702
0,3729
0,3975
0,3775
0,4005
0,3663
0,3997
0,4109
0,3999
0,3814
0,3995
0,3982
0,3737
0,3789
0,3992
0,3766
0,4011
0,3787
0,3984
0,3739
0,3733
0,3660
0,4193
0,3754
0,3947
0,3785
0,3734
0,3763
0,3693
0,3986
0,4037
0,3813
0,3806
0,3734
0,3711
0,3770
0,3806
0,3738
0,4101
0,3684
0,3914
0,3671
0,3712
0,3687
0,4202
0,3760
0,3731
0,3758
0,3733
0,4041
0,3733
0,3741
0,4011
0,3751
0,3795
0,3694
0,4214
0,3766
0,3725
0,3719
0,4038
0,3797
0,3701
0,3770
0,3799
0,3784
0,4017
0,4072
0,3678
0,4027
0,3984
0,3841
0,3893
0,3791
0,3846
0,4012
0,3969
0,3867
0,3888
0,3841
0,3881
0,3934
0,3803
0,3819
0,3894
0,4833
0,3866
0,4067
0,3847
0,3762
0,3825
0,3832
0,3812
0,3856
0,4247
0,3965
0,3987
0,3921
0,3872
0,4253
0,4031
0,4119
0,3803
0,3923
0,3847
0,3840
0,3892
0,4122
0,4184
0,4823
0,5039
0,4698
0,4153
0,4117
0,4092
0,3932
0,3954
0,3941
0,4110
0,4404
0,4273
0,4148
0,4893
0,4422
0,4144
0,4246
0,5456
0,5275
0,4606
0,4306
0,4598
0,4911
0,4963
0,6023
0,5964
0,4956
0,4502
0,4671
0,4734
0,4180
0,4238
0,4346
0,4398
0,4496
0,4885
0,7210
0,5504
0,4585
0,4602
0,4122
0,3962
0,4244
0,4090
0,5062
0,4215
0,3910
0,4199
0,4106
0,4102
0,4176
0,4200
0,4371
0,4280
0,4095
0,4439
0,4669
0,4254
0,4146
0,4370
0,4236
0,3950
0,4041
0,4175
0,4107
0,4493
0,4606
0,4312
0,4373
0,4512
0,4614
0,4672
0,4570
0,4280
0,4032
0,4389
0,4391
0,4383
0,4987
0,4134
0,4295
0,4143
0,4163
0,3934
0,4305
0,4341
0,4107
0,4093
0,4515
0,4111
0,4045
0,4382
0,4325
0,4058
0,4314
0,4202
0,3979
0,7949
0,3954
0,4034
0,3803
0,4124
0,3757
0,4160
0,3780
0,3910
0,4127
0,4104
0,4544
0,4680
0,4266
0,4103
0,3833
0,4161
0,3900
0,3944
0,3980
0,4122
0,4031
0,3866
0,3984
0,4046
0,3929
0,4029
0,4033
0,4238
0,3984
0,3935
0,4031
0,3932
0,3841
0,3873
0,4131
0,3882
0,4025
0,3965
0,3951
0,4145
0,3939
0,3887
0,3869
0,4473
0,4101
0,3845
0,3921
0,4220
0,3837
0,4179
0,3904
0,4384
0,3864
0,3925
0,3963
0,3997
0,4188
0,4143
0,4266
0,4048
0,4177
0,4158
0,3884
0,3925
0,3945
0,3895
0,3900
0,4038
0,3961
0,3923
0,4155
0,4014
0,3870
0,3998
0,4058
0,3904
0,3931
0,4166
0,4233
0,3927
0,4147
0,4016
0,4049
0,3906
0,3826
0,3756
0,3789
0,3795
0,3831
0,3822
0,3886
0,3998
0,3919
0,3950
0,3981
0,3893
0,4319
0,3852
0,3965
0,3891
0,3883
0,3812
0,3951
0,3855
0,3915
0,4083
0,4013
0,3898
0,3898
0,3910
0,3939
0,4103
0,3858
0,3907
0,3887
0,3765
0,3910
0,3904
0,3942
0,3899
0,3879
0,3849
0,3754
0,3915
0,3878
0,4019
0,3954
0,4046
0,3911
0,3848
0,4050
0,4004
0,3877
0,4017
0,4453
0,3819
0,3791
0,3936
0,3768
0,3980
0,3992
0,3794
0,3808
0,4092
0,4101
0,3777
0,3990
0,4276
0,3830
0,3837
0,4048
0,3966
0,3823
0,3883
0,3860
0,3881
0,3949
0,3859
0,3803
0,4074
0,4100
0,3829
0,3870
0,3771
0,3765
0,3835
0,3660
0,3796
0,3707
0,3975
0,3753
0,3789
0,3765
0,4084
0,3831
0,3918
0,3809
0,3720
0,3898
0,3699
0,3883
0,4114
0,3937
0,3958
0,4431
0,3827
0,3664
0,4095
0,3992
0,3730
0,3855
0,4049
0,3795
0,3727
0,3779
0,3774
0,3850
0,4336
0,3977
0,3749
0,3753
0,3870
0,3871
0,3804
0,4124
0,3863
0,3940
0,3858
0,3946
0,3831
0,3906
0,3837
0,3952
0,3890
0,3816
0,3865
0,4302
0,3954
0,3805
0,3794
0,4118
0,3800
0,3886
0,4038
0,4337
0,4009
0,3985
0,4117
0,3891
0,3804
0,3998
0,3950
0,3991
0,3979
0,4251
0,3940
0,3959
0,4008
0,3834
0,3896
0,3964
0,3999
0,3881
0,3932
0,4108
0,4283
0,4071
0,3903
0,3908
0,3920
0,3961
0,3790
0,3960
0,3931
0,3909
0,3976
0,3908
0,4038
0,3894
0,3878
0,4036
0,4184
0,3956
0,4094
0,4065
0,4206
0,3904
0,3990
0,4147
0,3848
0,3839
0,3881
0,3888
0,3958
0,3990
0,4022
0,4041
0,3886
0,4081
0,4910
0,3954
0,4124
0,3809
0,4138
0,4115
0,3883
0,4058
0,3931
0,4203
0,3889
0,3811
0,3759
0,4007
0,3908
0,3876
0,4000
0,4041
0,4309
0,4212
0,3843
0,3931
0,3779
0,4208
0,3862
0,3791
0,3891
0,3810
0,3806
0,3871
0,3912
0,3860
0,4015
0,3980
0,3803
0,3875
0,3789
0,4085
0,3913
0,3854
0,4071
0,3965
0,3918
0,4078
0,4292
0,3850
0,4038
0,3946
0,4001
0,3985
0,3915
0,3956
0,3938
0,4115
0,3892
0,4008
0,3941
0,4157
0,4084
0,3785
0,3761
0,4011
0,4460
0,3975
0,4054
0,4048
0,4072
0,4199
0,3881
0,3807
0,3931
0,3764
0,3901
0,4081
0,3678
0,4190
0,4175
0,3925
0,3803
0,4136
0,3810
0,3778
0,4048
0,4060
0,4047
0,3854
0,4047
0,3854
0,3848
0,3814
0,3835
0,4245
0,3891
0,4061
0,3771
0,4185
0,3822
0,4086
0,3957
0,3879
0,3868
0,3952
0,3840
0,3999
0,3846
0,4133
0,4019
0,3907
0,3832
0,3860
0,3779
0,3807
0,3766
0,3812
0,3741
0,4140
0,3815
0,3717
0,3920
0,4053
0,3881
0,3781
0,3772
0,3895
0,3956
0,3818
0,3820
0,3935
0,3909
0,3833
0,3903
0,4078
0,3738
0,3743
0,3919
0,3804
0,3876
0,4215
0,3784
0,3821
0,4184
0,4048
0,3707
0,3773
0,3795
0,4026
0,3869
0,3842
0,3877
0,3769
0,3715
0,3924
0,3922
0,4186
0,3757
0,3903
0,3939
0,4032
0,3774
0,4075
0,3810
0,3954
0,4233
0,3807
0,3818
0,3852
0,3776
0,3717
0,3753
0,4164
0,4066
0,3870
0,4234
0,4029
0,4086
0,4037
0,3795
0,3972
0,3830
0,3621
0,3863
0,3743
0,3717
0,3742
0,3731
0,3972
0,3870
0,3745
0,3719
0,4152
0,3690
0,4060
0,3696
0,3945
0,3776
0,3782
0,3816
0,3758
0,3821
0,3695
0,4028
0,3687
0,3785
0,3859
0,3738
0,3895
0,3733
0,3776
0,3777
0,3809
0,3686
0,3962
0,3693
0,3836
0,3785
0,3765
0,3783
0,3708
0,3849
0,3668
0,3834
0,3737
0,3828
0,3749
0,4100
0,3798
0,3775
0,3867
0,3832
0,3982
0,3702
0,3801
0,3846
0,3810
0,3936
0,3742
0,4180
0,3831
0,4158
0,4065
0,3766
0,3825
0,3898
0,4363
0,4000
0,3778
0,3783
0,3775
0,3785
0,3789
0,3975
0,3682
0,3790
0,3737
0,3991
0,3764
0,3758
0,3654
0,3817
0,3975
0,3891
0,3884
0,3787
0,3874
0,3742
0,3760
0,3712
0,4047
0,4039
0,3783
0,3790
0,3754
0,3840
0,4065
0,3732
0,3918
0,4256
0,4145
0,3777
0,4123
0,3705
0,3750
0,3692
0,4001
0,3921
0,4082
0,3856
0,3729
0,4665
0,3853
0,3832
0,4225
0,4148
0,3776
0,3983
0,3972
0,4077
0,4109
0,4194
0,4662
0,4029
0,3927
0,4139
0,4147
0,4039
0,3917
0,3924
0,4254
0,4182
0,3985
0,3904
0,3850
0,3933
0,3962
0,3986
0,4018
0,4048
0,4303
0,6829
0,4652
0,4996
0,4935
0,5386
0,4360
0,4335
0,4678
0,4575
0,5620
0,4385
0,4763
0,4414
0,4982
0,4845
0,4448
0,4401
0,4125
0,4731
0,4679
0,4113
0,4126
0,4158
0,4080
0,4172
0,4490
0,4085
0,4032
0,4185
0,4045
0,4119
0,4178
0,4367
0,4752
0,4997
0,4712
0,4730
0,4657
0,4847
0,4702
0,4500
0,4950
0,4114
0,4261
0,4126
0,4140
0,4314
0,4037
0,4077
0,4016
0,4204
0,4034
0,4106
0,4002
0,3991
0,4764
0,4984
0,5593
0,6585
0,4980
0,4404
0,5473
0,6188
0,5651
0,4680
0,4427
0,4301
0,4345
0,4260
0,3930
0,4094
0,4178
0,4101
0,4101
0,4152
0,4184
0,4207
0,4387
0,4054
0,3911
0,3947
0,4330
0,4197
0,4294
0,4202
0,4419
0,5294
0,4580
0,4434
0,4370
0,4135
0,4355
0,4115
0,8109
0,4602
0,4595
0,4202
0,4459
0,4632
0,4596
0,5327
0,4434
0,5031
0,5653
0,5231
0,5399
0,4828
0,5400
0,5202
0,6114
0,6000
0,4967
0,4801
0,4892
0,4619
0,4829
0,5567
0,5297
0,4902
0,5669
0,6114
0,4721
0,5327
0,5851
0,6799
0,6647
0,5602
0,5795
0,5378
0,5577
0,6255
0,6136
0,4651
0,4236
0,4168
0,4036
0,4066
0,3775
0,3919
0,3812
0,3901
0,3843
0,3927
0,3901
0,3911
0,3834
0,3956
0,4194
0,3870
0,3796
0,3765
0,3835
0,3894
0,3858
0,4045
0,3875
0,4063
0,3937
0,3867
0,4735
0,5144
0,4905
0,4809
0,4826
0,4999
0,4784
0,4755
0,4699
0,4992
0,4717
0,4407
0,4438
0,4488
0,4621
0,4409
0,4375
0,4281
0,4349
0,4564
0,4640
0,4686
0,4650
0,4873
0,7432
0,7856
0,5667
0,5284
0,6395
0,318559
0,5474
0,4985
0,4951
0,5046
0,4775
0,4592
0,5450
0,4901
0,5316
0,5964
0,5069
0,4842
0,4670
0,4377
0,4440
0,4426
0,4309
0,4552
0,4394
0,4173
0,4315
0,4270
0,4399
0,4554
0,4342
0,4410
0,4307
0,4196
0,4940
0,4768
0,4492
0,4460
0,4505
0,4352
0,4410
0,4211
0,4409
0,4455
0,4257
0,4639
0,4512
0,4218
0,4358
0,4503
0,4295
0,4372
0,4294
0,4295
0,4402
0,4452
0,4412
0,4360
0,4553
0,4465
0,4498
0,4671
0,5465
0,4221
0,4210
0,4095
0,4095
0,4390
0,4379
0,4591
0,4478
0,4360
0,4317
0,4141
0,4187
0,4486
0,4239
0,4229
0,4443
0,4467
0,4160
0,4120
0,4446
0,4214
0,4120
0,4103
0,4540
0,4301
0,4281
0,4601
0,4235
0,4190
0,4292
0,4197
0,4183
0,4165
0,4286
0,4268
0,4359
0,4713
0,4783
0,4251
0,4233
0,4124
0,4118
0,3978
0,3955
0,4184
0,4135
0,4260
0,4376
0,4392
0,4590
0,4692
0,4282
0,4353
0,4743
2,4294
1,3774
0,3999
0,4193
0,3661
0,3804
0,3897
0,4151
0,4347
0,4479
0,4317
0,4566
0,4423
0,4354
0,4533
0,4312
0,4465
0,4480
0,4348
0,4179
0,4129
0,4635
0,4210
0,4011
0,3889
0,3902
0,4107
0,4090
0,4339
0,4021
0,4252
0,4233
0,4325
0,4131
0,4471
0,4316
0,4444
0,4009
0,4117
0,3973
0,3959
0,4065
0,4063
0,4104
0,3905
0,4006
0,3691
0,4075
0,3966
0,4122
0,4092
0,3777
0,3770
0,4080
0,3811
0,3849
0,3911
0,4066
0,3759
0,3805
0,3713
0,4069
0,3925
0,4026
0,3999
0,3811
0,4141
0,3781
0,3861
0,4037
0,4060
0,3808
0,3832
0,3995
0,4022
0,4011
0,4124
0,4177
0,4019
0,4074
0,3819
0,3840
0,3856
0,3808
0,3791
0,3996
0,4168
0,3762
0,3716
0,3924
0,4281
0,4437
0,4315
0,3994
0,3774
0,3770
0,4027
0,3922
0,3885
0,3883
0,3836
0,3754
0,3817
0,4007
0,4041
0,3936
0,3835
0,3872
0,3941
0,3781
0,3929
0,3696
0,3682
0,3779
0,3695
0,4024
0,3770
0,3799
0,3807
0,3873
0,3767
0,3770
0,3710
0,3881
0,3842
0,7623
0,4191
0,3809
0,3993
0,3833
0,3799
0,3897
0,3879
0,4045
0,3871
0,3836
0,3856
0,4033
0,4290
0,3867
0,3737
0,3929
0,3810
0,3841
0,3812
0,3868
0,3816
0,3770
0,3793
0,3848
0,3914
0,3749
0,3812
0,3835
0,3833
0,3766
0,4061
0,3819
0,3934
0,3845
0,3732
0,3984
0,3773
0,3812
0,3802
0,3925
0,3940
0,3845
0,3875
0,4125
0,3810
0,3724
0,4061
0,4138
0,3787
0,3838
0,4086
0,4056
0,4056
2,3974
1,3468
0,3420
0,3793
0,3419
0,3595
0,3466
0,3950
0,3869
0,3797
0,3875
0,4270
0,3723
0,4199
0,3804
0,4180
0,3843
0,3807
0,3856
0,3735
0,3857
0,4089
0,3789
0,4002
0,3878
0,3821
0,3796
0,3798
0,3828
0,4038
0,3981
0,3827
0,3944
0,3801
0,3795
0,3755
0,3864
0,4044
0,3795
0,3758
0,3832
0,3997
0,3809
0,3828
0,4045
0,3990
0,3742
0,3781
0,3764
0,3833
0,3771
0,3952
0,4076
0,3716
0,3795
0,3791
0,4131
0,3801
0,3778
0,4073
0,3843
0,3785
0,3731
0,4029
0,3985
0,3781
0,3771
0,3957
0,3860
0,3784
0,3801
0,3841
0,3814
0,3904
0,3729
0,3843
0,3854
0,3847
0,3712
0,4215
0,3881
0,3992
0,4083
0,3845
0,4439
0,3728
0,3799
0,3759
0,3944
0,3756
0,3796
0,3997
0,4112
0,4095
0,3754
0,3862
0,3950
0,3867
0,3824
0,3798
0,3799
0,3891
0,4065
0,3685
0,3989
0,3802
0,3756
0,3696
0,3783
0,4137
0,3782
0,4017
0,3693
0,3965
0,3741
0,4146
0,3659
0,3866
0,3791
0,3820
0,4058
0,4087
0,3963
0,3670
0,4101
0,3759
0,4176
0,3807
0,3724
0,3833
0,3809
0,4070
0,3679
0,3830
0,3881
0,3731
0,3802
0,3750
0,3936
0,3840
0,4004
0,4059
0,3802
0,3822
0,3794
0,3700
0,4084
0,3894
0,3815
0,3753
0,3954
0,3978
0,4067
0,3787
0,3741
0,3872
0,3998
0,3769
0,3877
0,4206
0,4111
0,3944
0,3825
0,4075
0,3748
0,3772
0,3761
0,3781
0,4076
0,3814
0,3780
0,3796
0,3826
0,3771
0,3898
0,3875
0,3826
0,3894
0,4160
0,3740
0,3764
0,3721
0,3986
0,3928
0,3787
0,3799
0,4123
0,3999
0,3983
0,3716
0,4060
0,3771
0,4051
0,3856
0,4029
0,3889
0,3745
0,3769
0,3792
0,4106
0,4166
0,3780
0,4023
0,3734
0,4002
0,3968
0,3971
0,4012
0,3846
0,3772
0,3906
0,3990
0,3792
0,4029
0,3714
0,3805
0,4151
0,3801
0,4109
0,3753
0,3979
0,3697
0,3722
0,3826
0,3949
0,3848
0,3728
0,3790
0,3665
0,4021
0,3795
0,3745
0,3718
0,3707
0,4023
0,3791
0,3713
0,3736
0,4032
0,4026
0,3677
0,3797
0,4053
0,3792
0,3719
0,3858
0,3700
0,4017
0,3882
0,3852
0,3992
0,3914
0,3969
0,3821
0,3880
0,3734
0,3789
0,3995
0,3694
0,3741
0,3773
0,4066
0,3810
0,3826
0,3980
0,3964
0,3981
0,3931
0,3952
0,3675
0,3808
0,3743
0,4030
0,3741
0,3835
0,4020
0,3983
0,3745
0,3813
0,3844
0,3856
0,4018
0,3684
0,3776
0,3838
0,3821
0,4021
0,3726
0,4057
0,3661
0,3761
0,3685
0,3816
0,3700
0,3787
0,3760
0,3837
0,3790
0,3695
0,3974
0,3782
0,3793
0,3945
0,3799
0,3813
0,3756
0,3742
0,4061
0,3720
0,3758
0,3762
0,3767
0,3786
0,3722
0,3785
0,3790
0,4110
0,3809
0,3830
0,3854
0,3930
0,4046
0,3719
0,4087
0,3873
0,3801
0,3896
0,3874
0,3858
0,3716
0,3774
0,3801
0,3828
0,3786
0,4125
0,3924
0,3784
0,3881
0,3822
0,3849
0,3724
0,3808
0,4110
0,3800
0,3942
0,3771
0,3832
0,3779
0,4169
0,4087
0,3805
0,3958
0,3779
0,3935
0,3739
0,3793
0,3862
0,3858
0,3707
0,3801
0,3910
0,3987
0,3819
0,3927
0,3804
0,3870
0,3834
0,3744
0,3807
0,4127
0,3759
0,3989
0,3700
0,3773
0,3889
0,3890
0,3858
0,4063
0,3838
0,3868
0,3764
0,3999
0,3775
0,3665
0,3855
0,3811
0,3867
0,3842
0,3821
0,3721
0,3821
0,4019
0,3971
0,3842
0,3829
0,3781
0,3843
0,3731
0,3767
0,3690
0,3732
0,3724
0,3664
0,3791
0,3792
0,3826
0,3652
0,3742
0,3934
0,3784
0,3807
0,4067
0,3780
0,3786
0,3783
0,3784
0,3771
0,4108
0,3806
0,3713
0,3791
0,3932
0,3792
0,3784
0,3763
0,3827
0,3797
0,3874
0,3724
0,3991
0,3689
0,3809
0,3795
0,4102
0,3988
0,3878
0,3763
0,3936
0,3813
0,3703
0,3924
0,3735
0,3908
0,4002
0,3771
0,4047
0,3719
0,3820
0,4083
0,3936
0,4102
0,3888
0,3765
0,3766
0,3810
0,3708
0,3970
0,3703
0,3841
0,3713
0,3786
0,3933
0,3826
0,3738
0,3798
0,4085
0,3790
0,3683
0,3758
0,3728
0,3725
0,3770
0,3756
0,3908
0,3771
0,3720
0,3802
0,3703
0,3900
0,4243
0,3741
0,3824
0,3786
0,3823
0,3759
0,3793
0,3748
0,3823
0,4011
0,3738
0,4068
0,3732
0,3780
0,3776
0,3810
0,3725
0,3796
0,3662
0,3921
0,3816
0,3790
0,3795
0,3772
0,3826
0,3941
0,3993
0,3744
0,3872
0,3778
0,3772
0,3808
0,4098
0,3847
0,3845
0,3746
0,3791
0,3819
0,3804
0,3762
0,3779
0,3700
0,4236
0,3997
0,4175
0,3757
0,3795
0,3795
0,3761
0,3712
0,4039
0,3861
0,3720
2,3815
1,3574
0,3708
0,3737
0,3378
0,3606
0,3476
0,3782
0,4020
0,3819
0,3822
0,3711
0,4148
0,4057
0,3670
0,3732
0,4017
0,3992
0,3757
0,3817
0,3983
0,3754
0,4088
0,3653
0,3782
0,4023
0,3777
0,4001
0,3781
0,3772
0,3740
0,3774
0,4161
0,3770
0,3679
0,3757
0,3817
0,3782
0,3772
0,3800
0,3856
0,4052
0,4452
0,4434
0,4177
0,4381
0,5307
0,4291
0,4034
0,4071
0,4322
0,4031
0,4224
0,4247
0,4803
0,5313
0,4183
0,4068
0,4033
0,4125
0,3974
0,4251
0,4180
0,3851
0,4317
0,4282
2,4352
1,4197
0,4031
0,3854
0,3409
0,3753
0,3503
0,3872
0,3747
0,4114
0,3797
0,4155
0,4062
0,3764
0,3890
0,3749
0,4077
0,3865
0,3886
0,4051
0,3840
0,3908
0,3808
0,3841
0,3830
0,4207
0,3780
0,3818
0,3792
0,3949
0,3971
0,3805
0,3828
0,3800
0,4075
0,3857
0,3829
0,6557
0,3985
0,4237
0,4181
0,3937
0,3964
0,3855
0,3887
0,3932
0,4246
0,4283
0,3889
0,3902
0,3821
0,4210
0,3860
0,3783
0,3882
0,3912
0,4094
0,4124
0,3919
0,3977
0,3820
0,4138
0,3997
0,3922
0,3760
0,4135
0,3846
0,3880
0,3898
0,3849
0,3926
0,4283
0,4378
0,4315
0,4574
0,4275
0,3802
0,4105
0,4132
0,3973
0,3938
0,3798
0,4030
0,4100
0,3782
0,3886
0,3730
